"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of immune response (GO:0050776)","1/179",0.673149114039489,0.704040695580255,0,0,0.899698547547273,0.356090255542885,"TREM1"
"regulated exocytosis (GO:0045055)","1/180",0.675193881760603,0.704675190761865,0,0,0.894626879229686,0.351369535221571,"PCLO"
"positive regulation of cellular biosynthetic process (GO:0031328)","1/180",0.675193881760603,0.704675190761865,0,0,0.894626879229686,0.351369535221571,"SLC25A37"
"endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)","1/185",0.685228932315694,0.714387610286575,0,0,0.870095440084836,0.328898067821941,"RAB1A"
"negative regulation of cell differentiation (GO:0045596)","1/191",0.696865767776951,0.725747558364944,0,0,0.842362002567394,0.304229543548951,"ID2"
"regulation of programmed cell death (GO:0043067)","1/194",0.702523126635904,0.730862700746482,0,0,0.829141918362189,0.292750906151241,"CTSB"
"negative regulation of intracellular signal transduction (GO:1902532)","1/198",0.709903664653392,0.737757785111691,0,0,0.812141471668524,0.278260785284537,"MDM2"
"endomembrane system organization (GO:0010256)","1/199",0.711720237251005,0.738862110705493,0,0,0.807998686047466,0.274776412119442,"RAB1A"
"generation of neurons (GO:0048699)","1/202",0.717102527387659,0.743661880253869,0,0,0.795817659669134,0.264638382293207,"TUBGCP2"
"regulation of angiogenesis (GO:0045765)","1/203",0.718874378480021,0.744711301173806,0,0,0.791837720357402,0.261360810166045,"AGO2"
"proteasomal protein catabolic process (GO:0010498)","1/205",0.722385122800407,0.747557994027877,0,0,0.783994898772517,0.254952688134467,"MDM2"
"regulation of inflammatory response (GO:0050727)","1/206",0.724124151164935,0.748567160486958,0,0,0.780130874479476,0.251820334284643,"IL18"
"regulation of protein kinase B signaling (GO:0051896)","1/207",0.72585237315502,0.749563040771253,0,0,0.776304364985397,0.248734616181728,"IL18"
"mitotic cell cycle phase transition (GO:0044772)","1/209",0.729276664231136,0.752306453627908,0,0,0.768761726078799,0.242699696698704,"PLK3"
"organelle organization (GO:0006996)","2/420",0.737612059828039,0.759348567007796,0,0,0.763118675974586,0.232245444444584,"RAB1A;PCLO"
"negative regulation of multicellular organismal process (GO:0051241)","1/214",0.737652893664716,0.759348567007796,0,0,0.750524829191954,0.228371120131286,"SLC11A1"
"extracellular structure organization (GO:0043062)","1/216",0.740930942833895,0.7619226904273,0,0,0.743467574210626,0.222927155593695,"SPP1"
"external encapsulating structure organization (GO:0045229)","1/217",0.742554698428909,0.762792038218376,0,0,0.73998795543511,0.220263884724625,"SPP1"
"positive regulation of cell motility (GO:2000147)","1/221",0.748949385036577,0.768555389880467,0,0,0.726385809312639,0.209986424115047,"SDCBP"
"regulation of intracellular signal transduction (GO:1902531)","2/437",0.75738838925565,0.776402323713951,0,0,0.732654983983418,0.203589502703046,"PLK3;MDM2"
"cilium organization (GO:0044782)","1/228",0.759763207959766,0.778022929781161,0,0,0.703735539558039,0.193350257657318,"RAB1A"
"cellular protein modification process (GO:0006464)","5/1025",0.767813284248559,0.785445739627963,0,0,0.776734223101005,0.205219935339246,"RAB1A;PARP4;CTDSP1;WDR45B;SPP1"
"regulation of ERK1 and ERK2 cascade (GO:0070372)","1/238",0.774414627929516,0.791372612482717,0,0,0.673699015471167,0.172229707430149,"P2RY6"
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)","1/251",0.792143767805056,0.808646762967661,0,0,0.638243902439024,0.1487187298566,"HNRNPA3"
"positive regulation of signal transduction (GO:0009967)","1/252",0.793448845445726,0.809136179538826,0,0,0.635668707284682,0.147072258400126,"P2RY6"
"regulation of canonical Wnt signaling pathway (GO:0060828)","1/253",0.794745794385685,0.809616297814939,0,0,0.633113950187121,0.145447148726502,"PSEN1"
"regulation of protein phosphorylation (GO:0001932)","1/266",0.810888857950349,0.825203614528912,0,0,0.601656695812241,0.126121850148132,"TFRC"
"protein deubiquitination (GO:0016579)","1/267",0.812077141150778,0.825555599925065,0,0,0.599364264319335,0.124763630446995,"MDM2"
"positive regulation of transcription by RNA polymerase II (GO:0045944)","4/908",0.819900378988125,0.831216620297965,0,0,0.699557522123894,0.138912840690815,"SLC11A1;AGO2;IL18;ETV5"
"positive regulation of MAPK cascade (GO:0043410)","1/274",0.820190277375645,0.831216620297965,0,0,0.583787486226511,0.115717725065642,"P2RY6"
"mRNA splicing, via spliceosome (GO:0000398)","1/274",0.820190277375645,0.831216620297965,0,0,0.583787486226511,0.115717725065642,"HNRNPA3"
"protein modification by small protein removal (GO:0070646)","1/276",0.822443819524412,0.832639404063971,0,0,0.579482631189948,0.113274427137396,"MDM2"
"DNA metabolic process (GO:0006259)","1/277",0.82356006177602,0.832909040805469,0,0,0.577353599622953,0.112075186354066,"PARP4"
"positive regulation of programmed cell death (GO:0043068)","1/286",0.833298095298346,0.841888797311731,0,0,0.558864641277992,0.101916703884698,"PSEN1"
"extracellular matrix organization (GO:0030198)","1/300",0.847396727819106,0.854371186484284,0,0,0.532316393398048,0.0881443032008782,"SPP1"
"mRNA processing (GO:0006397)","1/300",0.847396727819106,0.854371186484284,0,0,0.532316393398048,0.0881443032008782,"HNRNPA3"
"positive regulation of apoptotic process (GO:0043065)","1/310",0.856736623957671,0.862900196791899,0,0,0.514826216223327,0.0796048651374954,"PSEN1"
"cilium assembly (GO:0060271)","1/314",0.860311771418149,0.865611433254401,0,0,0.508143068651134,0.0764554248780701,"RAB1A"
"transcription by RNA polymerase II (GO:0006366)","1/320",0.865509203636019,0.869907235681437,0,0,0.498432601880878,0.0719922445576103,"ELL2"
"proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","1/321",0.866356593903146,0.869907235681437,0,0,0.496849593495935,0.0712773887908389,"MDM2"
"negative regulation of cellular process (GO:0048523)","2/566",0.869638392293127,0.872308725125142,0,0,0.561330077897919,0.0784053474236649,"SST;ENO1"
"negative regulation of cell population proliferation (GO:0008285)","1/379",0.907424406570736,0.909280080203805,0,0,0.419365939691143,0.0407393104419381,"SST"
"regulation of nucleic acid-templated transcription (GO:1903506)","1/430",0.933027021802683,0.933980062682971,0,0,0.368544734398393,0.0255479323872724,"FADS1"
"regulation of cellular macromolecule biosynthetic process (GO:2000112)","1/468",0.947410018868165,0.947410018868165,0,0,0.337894535262269,0.0182541823844044,"FADS1"
